#Saintes
#Terre Haut
#RGAF09 / UTM zone 20N
#Source IGN
651852.900000,1756283.200000
651851.300000,1756281.500000
651849.800000,1756276.900000
651849.300000,1756272.400000
651848.800000,1756264.100000
651851.000000,1756256.700000
651852.000000,1756254.200000
651853.000000,1756253.000000
651857.800000,1756251.900000
651859.600000,1756251.200000
651860.500000,1756249.800000
651860.500000,1756247.700000
651860.300000,1756244.300000
651851.600000,1756233.600000
651850.600000,1756232.400000
651848.000000,1756228.200000
651846.500000,1756224.300000
651836.200000,1756211.900000
651831.500000,1756208.000000
651828.600000,1756207.500000
651826.100000,1756206.900000
651821.900000,1756204.400000
651814.000000,1756190.100000
651812.200000,1756184.100000
651811.000000,1756177.700000
651808.500000,1756166.000000
651806.500000,1756162.000000
651805.200000,1756159.900000
651803.400000,1756155.100000
651802.500000,1756150.300000
651802.400000,1756145.300000
651801.800000,1756140.000000
651801.800000,1756137.600000
651799.200000,1756132.400000
651793.500000,1756126.400000
651790.400000,1756122.600000
651788.000000,1756117.300000
651787.700000,1756113.800000
651789.900000,1756107.200000
651795.600000,1756101.900000
651796.600000,1756098.900000
651795.400000,1756093.000000
651794.200000,1756091.000000
651793.500000,1756084.800000
651793.100000,1756083.500000
651794.000000,1756080.900000
651795.700000,1756079.500000
651796.400000,1756077.000000
651796.400000,1756074.700000
651796.100000,1756072.200000
651795.900000,1756070.400000
651793.700000,1756068.500000
651794.300000,1756065.600000
651797.200000,1756064.000000
651799.500000,1756063.200000
651800.600000,1756062.400000
651802.400000,1756058.900000
651804.100000,1756052.600000
651804.300000,1756050.300000
651803.400000,1756039.100000
651801.800000,1756035.100000
651801.200000,1756033.600000
651799.600000,1756031.200000
651799.300000,1756027.700000
651802.200000,1756022.500000
651804.100000,1756020.200000
651805.600000,1756016.900000
651805.100000,1756007.000000
651799.100000,1755992.900000
651797.400000,1755986.400000
651790.300000,1755986.800000
651785.600000,1755986.700000
651784.800000,1755988.200000
651784.000000,1755988.900000
651781.700000,1755989.400000
651780.700000,1755988.500000
651781.600000,1755985.900000
651785.900000,1755984.300000
651790.200000,1755984.300000
651795.900000,1755982.000000
651797.100000,1755979.400000
651797.800000,1755976.700000
651795.000000,1755967.000000
651786.600000,1755950.000000
651783.000000,1755950.100000
651779.900000,1755950.700000
651777.900000,1755949.200000
651778.100000,1755947.600000
651778.400000,1755943.700000
651779.200000,1755942.600000
651783.300000,1755941.200000
651784.600000,1755938.300000
651784.900000,1755929.900000
651776.200000,1755914.600000
651768.000000,1755905.700000
651758.900000,1755896.400000
651756.100000,1755892.600000
651753.800000,1755890.600000
651752.400000,1755890.700000
651749.200000,1755892.900000
651747.700000,1755894.100000
651745.500000,1755894.800000
651744.600000,1755893.400000
651745.800000,1755890.500000
651747.800000,1755887.800000
651748.100000,1755885.600000
651744.900000,1755881.800000
651743.700000,1755881.200000
651742.000000,1755882.900000
651738.000000,1755886.200000
651736.500000,1755886.300000
651734.500000,1755883.400000
651733.500000,1755880.900000
651732.200000,1755878.200000
651738.000000,1755875.000000
651740.700000,1755874.200000
651742.800000,1755874.900000
651745.800000,1755877.800000
651747.700000,1755879.700000
651749.600000,1755879.900000
651750.300000,1755877.400000
651750.100000,1755873.400000
651743.200000,1755867.500000
651730.400000,1755857.800000
651716.900000,1755850.900000
651706.800000,1755843.700000
651698.800000,1755838.600000
651685.200000,1755833.600000
651667.800000,1755829.400000
651648.000000,1755824.500000
651633.200000,1755821.100000
651622.100000,1755817.500000
651606.500000,1755810.400000
651596.900000,1755805.700000
651580.600000,1755796.300000
651572.700000,1755792.400000
651565.300000,1755788.100000
651560.100000,1755784.900000
651554.800000,1755780.300000
651551.700000,1755777.800000
651549.000000,1755775.800000
651537.600000,1755768.700000
651526.800000,1755760.300000
651517.000000,1755752.100000
651513.700000,1755749.000000
651510.400000,1755744.700000
651508.700000,1755742.200000
651505.200000,1755733.300000
651502.700000,1755728.900000
651499.900000,1755717.700000
651497.900000,1755711.900000
651496.900000,1755709.600000
651496.100000,1755700.300000
651494.000000,1755682.300000
651492.700000,1755676.800000
651492.400000,1755673.800000
651491.000000,1755668.100000
651490.900000,1755660.900000
651490.800000,1755657.300000
651490.700000,1755654.100000
651488.500000,1755644.300000
651480.600000,1755617.000000
651475.700000,1755600.000000
651473.600000,1755595.100000
651470.600000,1755584.200000
651467.500000,1755572.100000
651467.300000,1755570.500000
651466.800000,1755567.000000
651466.300000,1755555.700000
651466.400000,1755550.400000
651467.000000,1755547.200000
651469.500000,1755538.900000
651470.000000,1755537.700000
651471.600000,1755536.000000
651477.300000,1755532.600000
651478.800000,1755529.700000
651479.700000,1755528.300000
651483.300000,1755522.500000
651484.900000,1755521.600000
651486.500000,1755520.900000
651487.700000,1755520.400000
651495.600000,1755518.300000
651496.700000,1755517.400000
651499.400000,1755515.900000
651500.200000,1755515.200000
651504.600000,1755509.100000
651519.000000,1755485.400000
651522.300000,1755480.200000
651523.000000,1755479.400000
651530.100000,1755475.300000
651531.500000,1755474.700000
651533.000000,1755473.400000
651534.700000,1755471.300000
651538.600000,1755469.900000
651538.900000,1755469.900000
651541.400000,1755471.300000
651550.000000,1755469.800000
651563.000000,1755468.700000
651575.200000,1755468.500000
651578.300000,1755468.000000
651586.100000,1755465.900000
651607.200000,1755459.600000
651611.100000,1755457.700000
651615.000000,1755453.500000
651617.600000,1755451.600000
651625.400000,1755445.300000
651629.000000,1755440.500000
651634.100000,1755436.800000
651635.400000,1755435.600000
651641.700000,1755428.500000
651636.700000,1755422.600000
651644.000000,1755415.000000
