#Tuamotu
#Tikehau 584079
##UTM zone 6S
#Source Openstreet maps
#clockwise
370590.577800,8350650.838139
370593.399787,8350650.178562
370596.263188,8350649.817906
370599.063182,8350649.246713
370602.207162,8350648.721630
370606.215649,8350647.471074
370609.835688,8350646.439674
370613.725549,8350645.243790
370616.990425,8350644.243658
370620.635445,8350642.570748
370627.503806,8350639.620909
370631.352550,8350638.070790
370642.017838,8350633.205475
370646.601523,8350631.017682
370649.300041,8350629.317528
370657.136824,8350626.317600
370662.158435,8350624.707437
370665.606116,8350623.719349
370670.527865,8350622.672848
370675.449613,8350621.626345
370680.401182,8350621.033579
370685.418487,8350620.219910
370688.703437,8350619.485384
370692.914444,8350618.578856
370696.975033,8350617.638326
370705.055391,8350615.347719
370711.015305,8350613.289039
370716.114001,8350611.347397
370720.016757,8350609.753304
370724.143856,8350608.448056
370727.712965,8350606.885349
370729.859760,8350605.757473
370733.223530,8350604.370662
370737.107278,8350602.311826
370741.216147,8350600.398022
370744.873460,8350598.437528
370749.136030,8350595.949287
370752.449835,8350593.854183
370757.392125,8350590.993475
370761.526685,8350588.305410
370765.631720,8350585.108295
370768.525043,8350583.187924
370771.614441,8350580.815037
370774.855391,8350578.265962
370777.665464,8350575.825188
370780.454858,8350573.229423
370782.888078,8350570.852992
370785.559085,8350568.267650
370789.281639,8350564.183443
370792.257303,8350560.958103
370795.311132,8350557.202169
370798.319782,8350553.844252
370801.742271,8350549.548230
370805.543582,8350544.822803
370808.468979,8350540.944483
370811.394555,8350537.032976
370813.965568,8350533.042116
370816.956520,8350528.976082
370820.880808,8350523.388417
370824.133267,8350518.704276
370826.873403,8350515.267468
370829.118181,8350511.927551
370831.783135,8350508.468211
370834.665557,8350504.578594
370837.308757,8350501.163387
370842.195119,8350494.706950
370846.646964,8350489.033626
370850.956220,8350483.868421
370853.911188,8350480.488083
370857.829670,8350475.973474
370860.751231,8350472.803149
370864.625012,8350468.598057
370867.589599,8350465.427963
370872.413389,8350460.597415
370876.881004,8350455.986201
370881.446505,8350451.176384
370885.069766,8350447.545203
370890.131334,8350442.505742
370895.180950,8350437.687471
370899.396852,8350433.871418
370902.845133,8350430.770306
370906.447590,8350427.006256
370910.683689,8350423.433692
370911.627118,8350422.033804
370912.851896,8350420.325675
370913.885496,8350418.162940
370914.859865,8350415.015295
370914.704878,8350411.839434
370915.322180,8350409.077062
370916.712231,8350404.648373
370918.954762,8350399.726456
370921.704655,8350394.475391
370923.657183,8350391.465776
370925.746072,8350387.107233
370930.233052,8350378.900703
370932.216596,8350376.123573
370934.705534,8350373.382356
370937.923135,8350371.165021
370940.145734,8350369.937972
370942.010970,8350369.151508
370944.877311,8350368.237688
370948.355302,8350367.603737
370951.926288,8350367.678306
370955.774508,8350368.207944
370958.914622,8350368.390816
370963.173333,8350368.601845
370969.480025,8350368.049518
370973.100241,8350366.973817
370975.830618,8350365.340179
370978.047705,8350363.139570
370979.577008,8350360.813563
370980.382558,8350359.047857
370980.415999,8350356.835476
370979.363115,8350354.595114
370977.929924,8350353.060721
370975.603733,8350351.554702
370974.306267,8350350.784374
370971.815503,8350349.874859
370965.923639,8350347.309712
370958.436777,8350345.289104
370951.443658,8350343.470286
370941.494131,8350341.314703
370935.843654,8350339.868193
370929.955930,8350338.531030
370925.058554,8350337.066454
370917.571698,8350335.045832
370905.586487,8350331.374712
370891.486235,8350326.939905
370875.335188,8350321.797068
370856.662612,8350315.467955
370839.996562,8350310.078932
370824.038560,8350305.047729
370814.136861,8350302.007323
370800.972665,8350297.544325
370785.412921,8350292.470992
370779.292327,8350290.435577
370772.674051,8350288.928487
370768.774630,8350287.922841
370764.034503,8350287.222413
370761.205810,8350287.140761
370755.759315,8350285.772747
370752.073778,8350285.000573
370746.500652,8350283.178298
370740.671035,8350281.044878
370737.698558,8350279.701286
370734.983947,8350278.414400
370732.183521,8350277.082799
370727.955660,8350275.146095
370723.468202,8350273.473496
370719.969598,8350271.950054
370716.115898,8350270.446819
370711.381334,8350268.717569
370706.390099,8350266.710360
370702.427219,8350265.505229
370698.497387,8350264.156459
370694.266842,8350262.717561
370688.992823,8350261.284087
370683.678887,8350259.275130
370679.822979,8350258.181201
370676.063824,8350257.098857
370669.962010,8350255.572403
370667.869448,8350254.631818
370664.508117,8350253.584810
370660.384964,8350252.179675
370656.993217,8350250.789555
370653.237412,8350249.087707
370650.446674,8350247.955279
370646.691766,8350246.087493
370643.600674,8350244.798561
370640.178572,8350243.054264
370636.940173,8350241.156080
370634.311746,8350239.847522
370632.019052,8350238.120392
370629.327220,8350236.601297
370626.292486,8350234.836966
370623.591931,8350232.941688
370620.300648,8350230.877273
370616.957615,8350228.436442
370614.084653,8350226.595545
370611.351950,8350224.677965
370608.737871,8350222.705713
370605.008970,8350220.008349
370601.302780,8350217.089851
370597.350021,8350214.015139
370594.009625,8350211.087555
370590.291783,8350208.334934
370585.967086,8350204.417435
370582.593704,8350201.622424
370579.927520,8350199.340128
370575.722048,8350195.257329
370571.794400,8350191.518979
370568.701416,8350188.592729
370565.235057,8350185.089192
370561.274962,8350181.383853
370558.216405,8350178.059526
370554.687183,8350174.245888
370550.334177,8350169.598082
370546.067884,8350164.829053
370542.743464,8350160.939081
370538.810217,8350156.249292
370534.982683,8350151.903021
370531.221189,8350147.280537
370527.824529,8350142.825968
370522.171116,8350135.969618
370517.205242,8350129.282929
370512.943633,8350123.651018
370507.452538,8350116.618537
370500.171670,8350106.368149
370494.201258,8350098.459107
370488.968697,8350091.361643
370482.722628,8350082.709896
370477.585388,8350075.889516
370475.644004,8350072.858856
370470.861082,8350066.162083
370468.300598,8350062.243045
370466.349837,8350058.957888
370462.700190,8350053.550535
370460.630867,8350050.308988
370457.646944,8350045.126494
370453.679989,8350038.721767
370450.112054,8350032.131131
370447.225485,8350026.849597
370443.997338,8350021.079449
370441.462510,8350016.397211
370438.827219,8350012.389262
370437.207768,8350009.504158
370434.327350,8350005.074493
370432.503463,8350002.199345
370429.900864,8349998.114131
370427.084450,8349993.784377
370424.009875,8349989.453225
370421.716409,8349985.889637
370419.623966,8349982.946656
370416.868681,8349979.247812
370413.998248,8349974.962015
370411.374981,8349970.721807
370408.630755,8349966.967709
370406.507604,8349963.736926
370403.870347,8349960.094035
370401.772905,8349956.088993
370399.426261,8349952.414486
370396.427502,8349946.003928
370394.215303,8349939.354247
370393.296217,8349934.271430
370391.942340,8349928.035723
370390.629991,8349922.076811
370389.601063,8349917.413786
370389.163844,8349914.723150
370388.259113,8349912.948196
370387.481005,8349911.627505
370385.797837,8349910.578481
370384.101036,8349910.060399
370382.238810,8349910.293693
370380.343774,8349910.626374
370378.437142,8349911.113873
370375.875431,8349911.398691
370372.905504,8349911.581732
370370.766660,8349911.249322
370368.736281,8349910.751557
370367.437419,8349910.246693
370366.173043,8349909.332691
370364.907589,8349908.617813
370363.762077,8349907.604889
370362.274150,8349906.258225
370360.732798,8349904.844894
370358.721988,8349902.720998
370355.976940,8349899.121767
370353.102752,8349895.532898
370349.697084,8349890.768489
370346.867723,8349886.847978
370345.128531,8349884.227725
370339.976876,8349876.112877
370336.946978,8349871.483257
370334.239842,8349866.844321
370331.594909,8349862.637174
370328.723427,8349858.550489
370325.059250,8349853.851051
370322.112294,8349849.797145
370317.187588,8349843.475700
370314.433175,8349839.621967
370310.832465,8349835.122002
370307.073404,8349830.068036
370303.956087,8349825.692381
370301.030531,8349821.660712
370297.035908,8349816.406337
370294.464125,8349812.597842
370291.771141,8349809.319706
370290.667563,8349806.525889
370289.431726,8349804.317684
370288.147385,8349801.135688
370287.397338,8349798.609295
370286.330289,8349795.030214
370285.454521,8349791.883620
370284.016089,8349787.362185
370280.281195,8349775.869774
370278.041955,8349770.248775
370275.380250,8349763.187316
370273.150450,8349757.809750
370271.134704,8349752.632475
370268.425117,8349746.466846
370266.095451,8349741.652942
370264.659504,8349738.658189
370262.872369,8349734.964573
370261.037588,8349732.122537
370259.890272,8349729.461234
370259.101343,8349726.171293
370259.079032,8349724.334741
370259.479709,8349721.858839
370261.839607,8349721.097238
370263.606331,8349720.620054
370265.748456,8349720.344037
370268.004286,8349720.920474
370269.497055,8349721.371083
370270.760817,8349722.395716
370272.059668,8349722.900587
370274.714932,8349723.213682
370274.877881,8349720.935621
370273.817576,8349718.097786
370270.248144,8349713.786050
370267.290237,8349711.756573
370265.972754,8349710.720585
370264.957475,8349709.498167
370263.331229,8349707.874174
370261.727697,8349706.029047
370260.500286,8349704.252337
370258.875361,8349702.384968
370257.593147,8349700.796029
370256.645409,8349699.020835
370255.182073,8349697.110091
370253.978337,8349694.935247
370252.313686,8349692.459206
370250.223932,8349689.029455
370248.848810,8349686.720927
370247.112165,8349683.636039
370243.253138,8349677.187599
370240.278450,8349672.303816
370238.744321,8349669.562974
370236.665628,8349666.077967
370234.617404,8349662.925011
370232.597251,8349660.546606
370231.563283,8349658.804131
370229.371085,8349656.413730
370226.929746,8349654.342798
370224.745724,8349652.428142
370220.997244,8349649.398715
370215.671988,8349645.542083
370213.102052,8349643.381950
370209.477851,8349641.238222
370205.822702,8349638.850943
370201.921533,8349636.207884
370196.793515,8349633.668795
370192.491893,8349631.477137
370188.888189,8349629.521586
370184.060157,8349627.205379
370180.206951,8349625.635671
370176.482945,8349624.044538
370173.843012,8349622.890739
370170.547589,8349621.611690
370168.121707,8349620.658183
370162.094166,8349617.372994
370159.238382,8349616.350776
370156.933405,8349614.922221
370154.745370,8349613.748747
370152.890368,8349612.654519
370150.362206,8349610.726925
370148.173871,8349609.608762
370145.378718,8349607.325707
370141.938651,8349604.950648
370139.357368,8349602.901073
370136.551640,8349600.584770
370133.447130,8349597.824332
370131.272196,8349596.219475
370127.759840,8349593.290879
370124.417006,8349590.838905
370121.705446,8349589.009877
370118.597997,8349586.791500
370115.597873,8349584.617956
370112.639095,8349582.754396
370108.406053,8349579.821884
370103.185391,8349576.518934
370098.896887,8349573.895878
370092.540179,8349569.823420
370086.879284,8349566.374258
370080.896175,8349562.834843
370077.498125,8349560.648070
370074.130243,8349558.848659
370069.143531,8349556.044800
370065.421825,8349554.033273
370062.772530,8349552.624964
370061.119688,8349551.941152
370059.715929,8349550.948933
370056.251841,8349549.038369
370054.741298,8349547.901754
